type,category,accuracy,precision,recall,f1,true_positives,false_positives,false_negatives
construction,"Conditional-NeutralEpistemic,Interrogative-WHInfo-Direct",0.9969293756397134,0.0,0.0,0.0,0,0,3
construction,Interrogative-Alternative,0.9918533604887984,0.0,0.0,0.0,0,0,8
construction,"Conditional-NeutralEpistemic,Conditional-Reduced",0.9989743589743589,0.0,0.0,0.0,0,0,1
construction,"Conditional-NeutralEpistemic,Existential-HavePred-ItExpl-ThereExpl",0.9989743589743589,0.0,0.0,0.0,0,0,1
construction,"Conditional-NeutralEpistemic,Interrogative-Polar-Direct",0.9979508196721312,0.0,0.0,0.0,0,0,2
construction,"Conditional-NeutralEpistemic,Interrogative-WHInfo-Indirect",0.9989743589743589,0.0,0.0,0.0,0,0,1
construction,Conditional-NegativeEpistemic,0.9928644240570846,0.0,0.0,0.0,0,0,7
construction,"Existential-HavePred-ItExpl-ThereExpl,Interrogative-WHInfo-Direct",0.9979508196721312,0.0,0.0,0.0,0,0,2
construction,"Conditional-NegativeEpistemic,Interrogative-WHInfo-Direct",0.9989743589743589,0.0,0.0,0.0,0,0,1
construction,Resultative,0.9347408829174664,0.0,0.0,0.0,0,0,68
construction,Existential-HavePred,0.9567779960707269,0.0,0.0,0.0,0,0,44
construction,Interrogative-Reduced,0.9549019607843138,0.0,0.0,0.0,0,0,46
construction,"Interrogative-Polar-Direct,Resultative",0.9979508196721312,0.0,0.0,0.0,0,0,2
construction,"Interrogative-Reduced,Resultative",0.9989743589743589,0.0,0.0,0.0,0,0,1
construction,"Existential-HavePred,Interrogative-WHInfo-Direct",0.9979508196721312,0.0,0.0,0.0,0,0,2
construction,"Existential-HavePred,Interrogative-Reduced",0.9979508196721312,0.0,0.0,0.0,0,0,2
construction,"Conditional-NeutralEpistemic,Existential-HavePred",0.9989743589743589,0.0,0.0,0.0,0,0,1
construction,"Conditional-NeutralEpistemic,Resultative",0.9989743589743589,0.0,0.0,0.0,0,0,1
language,english,0.3018575851393189,0.6964285714285714,0.34759358288770054,0.46373365041617115,780,340,1464
language,french,0.12253829321663019,0.3284457478005865,0.1635036496350365,0.21832358674463936,112,229,573
language,chinese,0.2945205479452055,0.9555555555555556,0.2986111111111111,0.4550264550264551,86,4,202
